Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
2266,Brighton,2024-09-14,0,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2267,Brighton,2024-08-31,0,@,Arsenal,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2268,Brighton,2024-08-24,0,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2269,Brighton,2024-08-17,0,@,Everton,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2270,Saint-Étienne,2025-04-06,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,0,0,0,0,,0,0,0,0,Match Report
2271,Saint-Étienne,2025-03-09,0,@,Le Havre,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2272,Saint-Étienne,2025-03-01,0,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2273,Saint-Étienne,2025-02-08,0,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2274,Saint-Étienne,2025-01-24,0,@,Auxerre,fr Ligue 1,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2275,Saint-Étienne,2025-01-19,0,,Nantes,fr Ligue 1,D 1-1,1,1,0,75,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2276,Saint-Étienne,2025-01-04,0,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2277,Saint-Étienne,2024-12-13,0,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2278,Saint-Étienne,2024-12-08,0,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2279,Saint-Étienne,2024-11-23,0,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2280,Saint-Étienne,2024-11-10,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2281,Saint-Étienne,2024-11-02,0,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2282,Saint-Étienne,2024-10-19,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2283,Saint-Étienne,2024-10-05,0,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2284,Saint-Étienne,2024-09-29,0,@,Nantes,fr Ligue 1,D 2-2,2,2,0,39,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2285,Saint-Étienne,2024-09-13,0,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2286,Saint-Étienne,2024-08-17,0,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2287,Everton,2025-04-05,0,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2288,Everton,2025-04-02,0,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2289,Everton,2025-03-15,0,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2290,Everton,2025-03-08,0,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2291,Everton,2025-02-26,0,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2292,Everton,2025-02-22,0,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,0,0,0,0,,0,1,0,0,Match Report
2293,Everton,2025-02-15,0,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2294,Everton,2025-02-12,0,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2295,Everton,2025-02-01,0,,Leicester City,eng Premier League,W 4-0,4,0,+4,48,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2296,Everton,2025-01-25,0,@,Brighton,eng Premier League,W 1-0,1,0,+1,31,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2297,Everton,2025-01-19,0,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2298,Everton,2025-01-15,0,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2299,Everton,2025-01-04,0,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2300,Everton,2024-12-29,0,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2301,Everton,2024-12-26,0,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2302,Everton,2024-12-22,0,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2303,Everton,2024-12-14,0,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2304,Everton,2024-12-04,0,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2305,Everton,2024-12-01,0,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2306,Everton,2024-11-23,0,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2307,Everton,2024-11-09,0,@,West Ham,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2308,Everton,2024-11-02,0,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2309,Everton,2024-10-26,0,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2310,Everton,2024-10-19,0,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2311,Everton,2024-10-05,0,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2312,Everton,2024-09-28,0,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2313,Everton,2024-09-21,0,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2314,Everton,2024-09-14,0,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2315,Everton,2024-08-31,0,,Bournemouth,eng Premier League,L 2-3,2,3,-1,47,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2316,Everton,2024-08-24,0,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2317,Everton,2024-08-17,0,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2318,Napoli,2025-04-07,0,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2319,Napoli,2025-03-30,0,,Milan,it Serie A,W 2-1,2,1,+1,51,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2320,Napoli,2025-03-16,0,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2321,Napoli,2025-03-09,0,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2322,Napoli,2025-03-01,0,,Inter,it Serie A,D 1-1,1,1,0,62,1,0,0,0,0,0,0,0,,0,1,0,0,Match Report
2323,Napoli,2025-02-23,0,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2324,Napoli,2025-02-15,0,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2325,Napoli,2025-02-09,0,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2326,Napoli,2025-02-02,0,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2327,Napoli,2025-01-25,0,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2328,Napoli,2025-01-18,0,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2329,Napoli,2025-01-12,0,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2330,Napoli,2025-01-04,0,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2331,Napoli,2024-12-29,0,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
2332,Napoli,2024-12-21,0,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2333,Napoli,2024-12-14,0,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2334,Napoli,2024-12-08,0,,Lazio,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2335,Napoli,2024-12-01,0,@,Torino,it Serie A,W 1-0,1,0,+1,52,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2336,Napoli,2024-11-24,0,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2337,Napoli,2024-11-10,0,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,0,0,1,,0,0,0,0,Match Report
2338,Napoli,2024-11-03,0,,Atalanta,it Serie A,L 0-3,0,3,-3,50,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2339,Napoli,2024-10-29,0,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2340,Napoli,2024-10-26,0,,Lecce,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2341,Napoli,2024-10-20,0,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2342,Napoli,2024-10-04,0,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2343,Napoli,2024-09-29,0,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2344,Napoli,2024-09-21,0,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2345,Napoli,2024-09-15,0,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2346,Napoli,2024-08-25,0,,Bologna,it Serie A,W 3-0,3,0,+3,39,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2347,Napoli,2024-08-18,0,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2348,Lyon,2025-04-05,0,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,0,0,0,0,,0,0,1,0,Match Report
2349,Lyon,2025-03-28,0,@,Strasbourg,fr Ligue 1,L 2-4,2,4,-2,60,1,1,1,0,0,0,0,0,,0,0,1,0,Match Report
2350,Lyon,2025-03-09,0,@,Nice,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2351,Lyon,2025-02-23,0,,Paris S-G,fr Ligue 1,L 2-3,2,3,-1,35,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2352,Lyon,2025-02-16,0,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2353,Lyon,2025-02-09,0,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2354,Lyon,2025-02-02,0,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2355,Lyon,2025-01-26,0,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2356,Lyon,2025-01-18,0,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2357,Lyon,2025-01-11,0,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2358,Lyon,2025-01-04,0,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,57,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2359,Lyon,2024-12-07,0,@,Angers,fr Ligue 1,W 3-0,3,0,+3,63,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2360,Lyon,2024-12-01,0,,Nice,fr Ligue 1,W 4-1,4,1,+3,53,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2361,Lyon,2024-11-23,0,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2362,Lyon,2024-11-10,0,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2363,Lyon,2024-11-01,0,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2364,Lyon,2024-10-27,0,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,0,0,0,0,,0,0,1,0,Match Report
2365,Lyon,2024-10-20,0,@,Le Havre,fr Ligue 1,W 4-0,4,0,+4,61,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2366,Lyon,2024-10-06,0,,Nantes,fr Ligue 1,W 2-0,2,0,+2,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2367,Lyon,2024-09-29,0,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2368,Lyon,2024-09-22,0,,Marseille,fr Ligue 1,L 2-3,2,3,-1,63,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
2369,Lyon,2024-09-15,0,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2370,Lyon,2024-08-30,0,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2371,Lyon,2024-08-24,0,,Monaco,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2372,Lyon,2024-08-18,0,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,0,0,0,0,,0,1,0,0,Match Report
2373,Inter,2025-04-05,0,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2374,Inter,2025-03-30,0,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2375,Inter,2025-03-16,0,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2376,Inter,2025-03-08,0,,Monza,it Serie A,W 3-2,3,2,+1,69,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2377,Inter,2025-03-01,0,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2378,Inter,2025-02-22,0,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2379,Inter,2025-02-16,0,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2380,Inter,2025-02-06,0,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2381,Inter,2025-02-02,0,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2382,Inter,2025-01-26,0,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2383,Inter,2025-01-19,0,,Empoli,it Serie A,W 3-1,3,1,+2,68,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2384,Inter,2025-01-15,0,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2385,Inter,2025-01-12,0,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2386,Inter,2024-12-28,0,@,Cagliari,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2387,Inter,2024-12-23,0,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2388,Inter,2024-12-16,0,@,Lazio,it Serie A,W 6-0,6,0,+6,48,5,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2389,Inter,2024-12-06,0,,Parma,it Serie A,W 3-1,3,1,+2,57,3,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2390,Inter,2024-11-23,0,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,69,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2391,Inter,2024-11-10,0,,Napoli,it Serie A,D 1-1,1,1,0,53,1,0,1,1,0,0,0,0,,0,0,1,0,Match Report
2392,Inter,2024-11-03,0,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2393,Inter,2024-10-30,0,@,Empoli,it Serie A,W 3-0,3,0,+3,77,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2394,Inter,2024-10-27,0,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,0,0,0,0,,0,0,0,0,Match Report
2395,Inter,2024-10-20,0,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2396,Inter,2024-09-28,0,@,Udinese,it Serie A,W 3-2,3,2,+1,60,3,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2397,Inter,2024-09-22,0,,Milan,it Serie A,L 1-2,1,2,-1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2398,Inter,2024-09-15,0,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2399,Inter,2024-08-30,0,,Atalanta,it Serie A,W 4-0,4,0,+4,55,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2400,Inter,2024-08-24,0,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2401,Inter,2024-08-17,0,@,Genoa,it Serie A,D 2-2,2,2,0,68,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
2402,Nantes,2025-04-04,0,@,Nice,fr Ligue 1,W 2-1,2,1,+1,24,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2403,Nantes,2025-03-15,0,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2404,Nantes,2025-03-09,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2405,Nantes,2025-03-02,0,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2406,Nantes,2025-02-07,0,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2407,Nantes,2025-02-02,0,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2408,Nantes,2025-01-26,0,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2409,Nantes,2025-01-19,0,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2410,Nantes,2025-01-10,0,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2411,Nantes,2025-01-04,0,@,Lille,fr Ligue 1,D 1-1,1,1,0,29,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2412,Nantes,2024-12-15,0,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2413,Nantes,2024-12-08,0,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2414,Nantes,2024-11-30,0,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,16,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2415,Nantes,2024-11-24,0,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,70,0,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2416,Nantes,2024-11-03,0,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2417,Nantes,2024-10-27,0,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2418,Nantes,2024-10-20,0,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2419,Nantes,2024-10-06,0,@,Lyon,fr Ligue 1,L 0-2,0,2,-2,39,0,0,0,0,0,0,0,0,,0,0,1,1,Match Report
2420,Nantes,2024-09-15,0,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2421,Nantes,2024-08-31,0,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2422,Nantes,2024-08-25,0,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2423,Nantes,2024-08-18,0,@,Toulouse,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2424,Atlético Madrid,2025-04-06,0,@,Sevilla,es La Liga,W 2-1,2,1,+1,56,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2425,Atlético Madrid,2025-03-16,0,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2426,Atlético Madrid,2025-03-09,0,@,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2427,Atlético Madrid,2025-03-01,0,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2428,Atlético Madrid,2025-02-22,0,@,Valencia,es La Liga,W 3-0,3,0,+3,51,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2429,Atlético Madrid,2025-02-08,0,@,Real Madrid,es La Liga,D 1-1,1,1,0,40,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2430,Atlético Madrid,2025-02-01,0,,Mallorca,es La Liga,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2431,Atlético Madrid,2025-01-18,0,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,0,0,0,0,,0,0,1,0,Match Report
2432,Atlético Madrid,2025-01-12,0,,Osasuna,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2433,Atlético Madrid,2024-12-21,0,@,Barcelona,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2434,Atlético Madrid,2024-12-15,0,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2435,Atlético Madrid,2024-12-08,0,,Sevilla,es La Liga,W 4-3,4,3,+1,57,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2436,Atlético Madrid,2024-11-30,0,@,Valladolid,es La Liga,W 5-0,5,0,+5,55,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2437,Atlético Madrid,2024-11-10,0,@,Mallorca,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2438,Atlético Madrid,2024-11-03,0,,Las Palmas,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2439,Atlético Madrid,2024-10-27,0,@,Betis,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2440,Atlético Madrid,2024-10-20,0,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2441,Atlético Madrid,2024-10-06,0,@,Real Sociedad,es La Liga,D 1-1,1,1,0,34,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2442,Atlético Madrid,2024-09-29,0,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2443,Atlético Madrid,2024-09-26,0,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2444,Atlético Madrid,2024-09-22,0,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2445,Atlético Madrid,2024-09-15,0,,Valencia,es La Liga,W 3-0,3,0,+3,53,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2446,Atlético Madrid,2024-08-31,0,@,Athletic Club,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
